           RA_1          DEC_1      r_k20fe_1      h_m_k20fe         k_ba_1         k_pa_1     distance_1         Separation_1             RA            DEC     distance_2          H_mag
              E              E              E              E              E              E              E                    D              E              E              E              E
                                                                                                                        arcsec                                                            
   2.103398E+02  -3.306378E+01   3.110000E+01   1.113000E+01   7.700000E-01   1.950000E+01   1.830000E+01   4.603621706639E-02           NULL           NULL           NULL           NULL
   2.108024E+02   5.434875E+01   2.363000E+02   6.209000E+00   9.900000E-01   2.850000E+01   5.400000E+00   6.403381625300E-02           NULL           NULL           NULL           NULL
   2.108371E+02  -4.137771E+01   2.120000E+01   1.161300E+01   1.000000E+00   9.500000E+01   4.900000E+00   4.121896201646E-02           NULL           NULL           NULL           NULL
   2.108536E+02  -6.069100E+00   4.190000E+01   9.949000E+00   5.100000E-01  -7.500000E+00   3.590000E+01   1.638712642464E-01           NULL           NULL           NULL           NULL
   2.108585E+02  -6.030810E+00   5.180000E+01   9.046000E+00   8.600000E-01  -2.500000E+00   3.810000E+01   1.092552476277E-01           NULL           NULL           NULL           NULL
   2.109115E+02  -3.397839E+01   8.190000E+01   8.013000E+00   7.700000E-01   8.000000E+01   5.026000E+01   1.366559292552E-01           NULL           NULL           NULL           NULL
   2.112567E+02   5.366221E+01   4.390000E+01   1.002900E+01   8.600000E-01   9.750000E+01   6.000000E+00   0.000000000000E+00           NULL           NULL           NULL           NULL
   2.120131E+02  -3.331506E+01   8.150000E+01   8.777000E+00   3.000000E-01   2.450000E+01   2.203900E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   2.120989E+02  -4.797081E+01   7.370000E+01   7.882000E+00   5.900000E-01   1.000000E+00   2.110000E+01   3.677723462124E-02           NULL           NULL           NULL           NULL
   2.125184E+02   1.773379E+01   5.110000E+01   9.976000E+00   6.700000E-01  -7.000000E+01   7.900000E+01   1.046427995885E-01           NULL           NULL           NULL           NULL
   2.129077E+02  -1.158720E+00   5.100000E+01   1.102400E+01   2.800000E-01  -8.000000E+00   2.640000E+01   1.098408155458E-01           NULL           NULL           NULL           NULL
   2.132913E+02  -6.533902E+01   2.595000E+02   5.415000E+00   4.100000E-01   4.000000E+01   4.200000E+00   4.584026312906E-02           NULL           NULL           NULL           NULL
   2.133121E+02  -3.207560E+00   7.460000E+01   8.913000E+00   2.400000E-01   9.000000E+01   2.870000E+01   5.484558410601E-02           NULL           NULL           NULL           NULL
   2.138926E+02   3.622698E+01   9.460000E+01   8.967000E+00   1.600000E-01  -6.500000E+01   4.390000E+01   4.431237288986E-02           NULL           NULL           NULL           NULL
   2.146138E+02  -4.338826E+01   8.830000E+01   8.576000E+00   5.500000E-01  -5.050000E+01   1.690000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   2.149509E+02   5.672905E+01   4.350000E+01   1.024400E+01   7.600000E-01   0.000000E+00   7.000000E+00   9.040632647810E-02           NULL           NULL           NULL           NULL
   2.150831E+02   3.933590E+00   9.060000E+01   7.766000E+00   5.300000E-01   1.750000E+01   2.640000E+01   5.480223442453E-02           NULL           NULL           NULL           NULL
   2.151422E+02  -2.924186E+01   4.430000E+01   1.052700E+01   5.200000E-01   8.300000E+01   2.090000E+01   9.586290027686E-02           NULL           NULL           NULL           NULL
   2.153046E+02  -4.629790E+01   9.070000E+01   8.550000E+00   2.800000E-01  -5.300000E+01   2.290000E+01   1.138582772444E-01           NULL           NULL           NULL           NULL
   2.163381E+02   3.953931E+01   3.770000E+01   1.294400E+01   1.200000E-01   7.100000E+01   2.630000E+01   8.472524315023E-02           NULL           NULL           NULL           NULL
   2.181699E+02  -4.417461E+01   9.950000E+01   7.593000E+00   6.700000E-01   8.750000E+01   1.690000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   2.200480E+02  -2.892100E-01   5.400000E+01   8.784000E+00   9.900000E-01  -2.000000E+01   3.040000E+01   1.098618817181E-01           NULL           NULL           NULL           NULL
   2.205997E+02  -1.725317E+01   8.040000E+01   8.572000E+00   3.800000E-01   3.500000E+01   4.220000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   2.212334E+02   1.954740E+00   1.622000E+02   7.223000E+00   2.600000E-01  -1.000000E+01   2.940000E+01   1.646990250046E-01           NULL           NULL           NULL           NULL
   2.228246E+02   5.897773E+01   6.120000E+01   9.659000E+00   2.000000E-01  -3.600000E+01   4.813300E+01   8.493055778885E-02           NULL           NULL           NULL           NULL
   2.245946E+02  -1.091080E+00   9.680000E+01   8.105000E+00   4.400000E-01   8.150000E+01   3.060000E+01   5.492168084115E-02           NULL           NULL           NULL           NULL
   2.252969E+02   1.701970E+00   9.060000E+01   7.809000E+00   7.700000E-01  -5.000000E+01   2.850000E+01   1.098148138859E-01           NULL           NULL           NULL           NULL
   2.258420E+02  -3.930196E+01   7.000000E+00   1.465400E+01   1.000000E+00   8.250000E+01   7.000000E+01   4.250712203368E-02           NULL           NULL           NULL           NULL
   2.266221E+02   1.605370E+00   9.270000E+01   7.340000E+00   9.500000E-01   2.750000E+01   2.850000E+01   1.647302388350E-01           NULL           NULL           NULL           NULL
   2.266232E+02   5.576331E+01   1.114000E+02   7.217000E+00   4.200000E-01  -5.700000E+01   1.530000E+01   6.181049930599E-02           NULL           NULL           NULL           NULL
   2.267820E+02   1.544280E+00   7.920000E+01   8.620000E+00   6.000000E-01  -6.000000E+01   2.850000E+01   5.491168926823E-02           NULL           NULL           NULL           NULL
   2.273171E+02  -1.132182E+01   7.350000E+01   8.986000E+00   6.500000E-01  -2.750000E+01   2.890000E+01   1.615880068039E-01           NULL           NULL           NULL           NULL
   2.273705E+02  -5.255547E+01   9.220000E+01   8.274000E+00   3.000000E-01   4.500000E+01   1.910000E+01   6.679611452512E-02           NULL           NULL           NULL           NULL
   2.285560E+02  -4.680920E+01   1.094000E+02   8.749000E+00   2.200000E-01   4.050000E+01   7.200000E+00   1.127905953651E-01           NULL           NULL           NULL           NULL
   2.286428E+02  -5.298938E+01   1.055000E+02   7.649000E+00   3.500000E-01  -1.800000E+01   1.700000E+01   3.306681766087E-02           NULL           NULL           NULL           NULL
   2.289737E+02   5.632885E+01   2.353000E+02   7.154000E+00   1.600000E-01  -2.500000E+01   1.490000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   2.304857E+02   5.070540E+00   7.540000E+01   8.602000E+00   6.200000E-01   2.000000E+01   2.520000E+01   1.094333466669E-01           NULL           NULL           NULL           NULL
   2.316728E+02   4.056440E+01   5.000000E+01   1.040000E+01   2.400000E-01   7.050000E+01   4.060000E+01   8.346044458242E-02           NULL           NULL           NULL           NULL
   2.318960E+02  -6.417095E+01   6.800000E+01   8.960000E+00   5.400000E-01   1.175000E+02   4.300000E+01   4.786605754401E-02           NULL           NULL           NULL           NULL
   2.335102E+02   5.668560E+01   7.810000E+01   9.071000E+00   3.200000E-01   5.050000E+01   1.480000E+01   9.051078590586E-02           NULL           NULL           NULL           NULL
   2.337386E+02   2.350291E+01   2.250000E+01   1.041300E+01   1.000000E+00  -1.000000E+01   7.900000E+01   1.007490032054E-01           NULL           NULL           NULL           NULL
   2.341095E+02  -6.685975E+01   6.750000E+01   8.717000E+00   6.900000E-01   2.450000E+01   2.946000E+01   6.476163712510E-02           NULL           NULL           NULL           NULL
   2.349045E+02   5.933195E+01   9.060000E+01   8.568000E+00   5.100000E-01   1.300000E+01   3.920000E+01   8.405584821751E-02           NULL           NULL           NULL           NULL
   2.349891E+02   5.807939E+01   7.170000E+01   8.938000E+00   4.300000E-01   5.950000E+01   4.746700E+01   2.904475691435E-02           NULL           NULL           NULL           NULL
   2.378551E+02   6.231003E+01   7.650000E+01   8.902000E+00   4.900000E-01   3.550000E+01   1.750000E+01   5.105204021667E-02           NULL           NULL           NULL           NULL
   2.383467E+02   1.195897E+01   2.960000E+01   1.085600E+01   6.100000E-01   3.500000E+01   1.537500E+02   1.074788345172E-01           NULL           NULL           NULL           NULL
   2.415169E+02   5.542533E+01   3.740000E+01   1.106100E+01   2.800000E-01   8.800000E+01   1.310000E+02   6.234518978995E-02           NULL           NULL           NULL           NULL
   2.436033E+02  -2.075400E-01   8.600000E+01   9.914000E+00   1.200000E-01  -8.900000E+01   3.150000E+01   1.647938407662E-01           NULL           NULL           NULL           NULL
   2.442080E+02   3.570177E+01   1.360000E+01   1.159300E+01   1.000000E+00  -3.000000E+01   1.130000E+02   8.921617954854E-02           NULL           NULL           NULL           NULL
   2.443340E+02   3.490148E+01   4.220000E+01   1.006600E+01   5.800000E-01   2.750000E+01   1.223330E+02   4.505147531040E-02           NULL           NULL           NULL           NULL
   2.451852E+02  -7.014260E+01   7.360000E+01   9.273000E+00   1.800000E-01   6.250000E+01   4.094000E+01   3.731839511646E-02           NULL           NULL           NULL           NULL
   2.452423E+02   6.539055E+01   3.830000E+01   1.049300E+01   5.300000E-01   6.000000E+01   1.860000E+01   6.862567633084E-02           NULL           NULL           NULL           NULL
   2.472773E+02  -6.164428E+01   2.640000E+01   1.004600E+01   5.500000E-01  -9.500000E+00   7.500000E+01   2.608946708821E-02           NULL           NULL           NULL           NULL
   2.487829E+02   4.099124E+01   3.330000E+01   1.179100E+01   1.200000E-01  -6.250000E+01   1.245000E+02   1.243888319401E-01           NULL           NULL           NULL           NULL
   2.488088E+02  -5.808003E+01   5.600000E+01   8.655000E+00   9.700000E-01  -7.500000E+00   3.295000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   2.518335E+02  -5.744017E+01   5.010000E+01   9.705000E+00   3.200000E-01   3.500000E+01   1.090000E+01   8.868933205856E-02           NULL           NULL           NULL           NULL
   2.527784E+02  -5.899346E+01   5.630000E+01   8.649000E+00   6.600000E-01   5.550000E+01   2.050000E+01   2.829725956118E-02           NULL           NULL           NULL           NULL
   2.531930E+02  -5.921694E+01   9.850000E+01   7.505000E+00   6.500000E-01  -2.500000E+00   1.940000E+01   8.434020453926E-02           NULL           NULL           NULL           NULL
   2.541870E+02  -6.240311E+01   2.700000E+01   1.081100E+01   3.700000E-01   4.600000E+01   7.500000E+01   5.089393696439E-02           NULL           NULL           NULL           NULL
   2.547623E+02  -6.021602E+01   7.760000E+01   8.891000E+00   9.100000E-01   8.250000E+01   1.470000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   2.567501E+02  -6.208451E+01   5.420000E+01   1.110900E+01   2.800000E-01  -4.500000E+01   1.950000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   2.592478E+02  -6.282055E+01   1.168000E+02   7.287000E+00   6.100000E-01  -5.700000E+01   1.430000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   2.622903E+02  -6.244574E+01   6.580000E+01   9.295000E+00   8.000000E-01   4.750000E+01   6.400000E+01   1.016429640407E-01           NULL           NULL           NULL           NULL
   2.631013E+02   7.060270E+00   9.960000E+01   7.966000E+00   7.400000E-01   2.250000E+01   2.660000E+01   1.090302328019E-01           NULL           NULL           NULL           NULL
   2.673605E+02   7.014434E+01   1.177000E+02   7.615000E+00   3.200000E-01  -5.950000E+01   6.100000E+00   3.731525803115E-02           NULL           NULL           NULL           NULL
   2.732308E+02   6.836332E+01   3.250000E+01   1.039300E+01   3.600000E-01  -4.750000E+01   9.000000E+01   4.050875806066E-02           NULL           NULL           NULL           NULL
   2.771582E+02  -6.698228E+01   2.250000E+01   1.218300E+01   7.860000E-01  -3.250000E+01   8.900000E+00   0.000000000000E+00           NULL           NULL           NULL           NULL
   2.786032E+02  -5.849662E+01   7.280000E+01   9.440000E+00   3.200000E-01  -2.650000E+01   2.880000E+01   5.740893233466E-02           NULL           NULL           NULL           NULL
   2.874421E+02  -6.385754E+01   2.172000E+02   6.459000E+00   5.000000E-01  -2.500000E+00   1.040000E+01   4.840626103568E-02           NULL           NULL           NULL           NULL
   2.878485E+02  -5.704957E+01   6.350000E+01   7.894000E+00   8.800000E-01   2.000000E+01   7.400000E+01   5.975609693259E-02           NULL           NULL           NULL           NULL
   2.896555E+02  -6.049646E+01   4.490000E+01   9.334000E+00   9.400000E-01  -1.000000E+01   5.300000E+01   5.410517592864E-02           NULL           NULL           NULL           NULL
   2.962342E+02  -1.479758E+01   1.589000E+02   7.543000E+00   1.000000E+00   2.750000E+01   7.000000E-01   1.062195752872E-01           NULL           NULL           NULL           NULL
   2.985980E+02  -5.871356E+01   4.530000E+01   9.498000E+00   7.300000E-01  -4.000000E+01   2.710000E+01   5.705385893097E-02           NULL           NULL           NULL           NULL
   3.042354E+02  -7.076825E+01   6.850000E+01   8.697000E+00   5.000000E-01   4.100000E+01   6.300000E+01   7.237571546587E-02           NULL           NULL           NULL           NULL
   3.061172E+02  -4.365353E+01   5.300000E+01   9.159000E+00   7.600000E-01  -2.450000E+01   3.570000E+01   1.589781554561E-01           NULL           NULL           NULL           NULL
   3.062779E+02  -2.480943E+01   6.760000E+01   8.830000E+00   6.200000E-01   5.500000E+01   3.702000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   3.082093E+02   9.926430E+00   5.570000E+01   9.140000E+00   3.000000E-01  -7.650000E+01   5.625700E+01   1.082186184180E-01           NULL           NULL           NULL           NULL
   3.085857E+02  -3.198089E+01   8.730000E+01   8.333000E+00   3.600000E-01   7.500000E+00   3.660000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   3.087180E+02   6.015368E+01   2.525000E+02   6.123000E+00   7.000000E-01   5.250000E+01   5.500000E+00   1.093524936456E-01           NULL           NULL           NULL           NULL
   3.130068E+02  -6.919331E+01   1.018000E+02   9.551000E+00   2.800000E-01  -3.950000E+01   6.700000E+00   0.000000000000E+00           NULL           NULL           NULL           NULL
   3.156303E+02  -1.681830E+01   5.890000E+01   1.016300E+01   2.800000E-01   8.500000E+01   2.040000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   3.169412E+02   3.877640E+00   6.300000E+00   1.201800E+01   1.000000E+00  -2.500000E+01   1.050000E+02   1.096117761980E-01           NULL           NULL           NULL           NULL
   3.197510E+02  -4.856201E+01   7.450000E+01   7.644000E+00   7.600000E-01   5.450000E+01   2.760000E+01   7.270851482705E-02           NULL           NULL           NULL           NULL
   3.222598E+02  -5.276735E+01   5.610000E+01   1.135600E+01   1.800000E-01   8.850000E+01   1.060000E+01   6.647310012224E-02           NULL           NULL           NULL           NULL
   3.241203E+02  -5.455732E+01   1.364000E+02   8.664000E+00   2.600000E-01  -4.800000E+01   1.040000E+01   6.370842151556E-02           NULL           NULL           NULL           NULL
   3.305079E+02  -3.186989E+01   6.030000E+01   8.750000E+00   4.600000E-01  -8.250000E+01   3.390000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   3.306659E+02  -2.081282E+01   1.139000E+02   8.102000E+00   3.400000E-01   5.950000E+01   3.410000E+01   1.026942839739E-01           NULL           NULL           NULL           NULL
   3.306732E+02  -5.129659E+01   7.670000E+01   9.204000E+00   5.800000E-01  -8.250000E+01   1.000000E+00   1.373926284611E-01           NULL           NULL           NULL           NULL
   3.319684E+02   3.135915E+01   8.870000E+01   7.205000E+00   8.800000E-01   7.750000E+01   1.600000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   3.325488E+02  -1.666100E+01   5.260000E+01   9.661000E+00   5.800000E-01   3.500000E+01   2.200000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   3.337330E+02  -6.684941E+01   7.570000E+01   9.211000E+00   2.000000E-01   2.750000E+01   2.100000E+01   4.319265172954E-02           NULL           NULL           NULL           NULL
   3.352393E+02  -4.603585E+01   4.940000E+01   1.091200E+01   2.600000E-01   1.250000E+01   1.110000E+01   7.626798380410E-02           NULL           NULL           NULL           NULL
   3.359567E+02  -2.103810E+00   6.300000E+00   1.225800E+01   1.000000E+00   1.250000E+01   2.280000E+02   1.097892285003E-01           NULL           NULL           NULL           NULL
   3.389426E+02  -2.605025E+01   8.910000E+01   8.610000E+00   3.800000E-01  -2.000000E+00   1.830000E+01   9.870218749137E-02           NULL           NULL           NULL           NULL
   3.389662E+02   3.394488E+01   1.610000E+01   1.105400E+01   9.200000E-01  -3.000000E+01   1.380000E+01   9.113984601659E-02           NULL           NULL           NULL           NULL
   3.390141E+02   3.394810E+01   3.240000E+01   1.105900E+01   6.000000E-01  -7.050000E+01   1.442500E+01   9.113639876448E-02           NULL           NULL           NULL           NULL
   3.390148E+02   3.397575E+01   2.920000E+01   1.073200E+01   5.600000E-01  -3.250000E+01   7.725000E+01   9.110678157133E-02           NULL           NULL           NULL           NULL
   3.392671E+02   3.441592E+01   1.558000E+02   6.386000E+00   4.900000E-01  -1.250000E+01   1.430000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   3.437539E+02  -3.966137E+01   1.218000E+02   7.532000E+00   3.300000E-01   4.250000E+01   2.010000E+01   8.457605624346E-02           NULL           NULL           NULL           NULL
   3.441507E+02  -3.703008E+01   6.620000E+01   9.154000E+00   5.400000E-01  -5.100000E+01   1.780000E+01   8.770599560975E-02           NULL           NULL           NULL           NULL
   3.442945E+02  -3.646248E+01   9.640000E+01   7.185000E+00   7.900000E-01   4.250000E+01   2.000000E+01   8.835712878011E-02           NULL           NULL           NULL           NULL
   3.443065E+02  -4.339614E+01   7.990000E+01   7.846000E+00   7.700000E-01  -4.000000E+01   2.100000E+01   1.596579225763E-01           NULL           NULL           NULL           NULL
   3.443265E+02  -4.107057E+01   5.000000E+01   9.973000E+00   6.500000E-01  -5.500000E+01   1.150000E+01   8.282603019299E-02           NULL           NULL           NULL           NULL
   3.452498E+02   3.014478E+01   7.650000E+01   8.613000E+00   5.500000E-01  -5.250000E+01   1.230000E+01   9.500528347377E-02           NULL           NULL           NULL           NULL
   3.455434E+02  -3.956940E+01   6.630000E+01   1.012400E+01   4.800000E-01   3.300000E+01   1.470000E+01   8.468850081481E-02           NULL           NULL           NULL           NULL
   3.458153E+02   8.873690E+00   3.180000E+01   9.491000E+00   7.100000E-01  -6.000000E+01   8.700000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   3.476332E+02   6.766085E+01   3.530000E+01   9.855000E+00   4.700000E-01   8.000000E+01   2.000000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   3.487021E+02  -4.359994E+01   5.680000E+01   8.821000E+00   5.000000E-01   1.750000E+01   1.930000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   3.490449E+02  -4.258483E+01   7.640000E+01   7.944000E+00   5.900000E-01  -8.500000E+01   1.950000E+01   8.088972595966E-02           NULL           NULL           NULL           NULL
   3.495984E+02  -4.237057E+01   1.152000E+02   7.785000E+00   2.800000E-01  -2.300000E+01   1.760000E+01   8.116716642567E-02           NULL           NULL           NULL           NULL
   3.497700E+02  -8.485140E+00   1.042000E+02   7.938000E+00   4.700000E-01  -3.500000E+01   2.890000E+01   1.086607360464E-01           NULL           NULL           NULL           NULL
   3.498381E+02  -4.225684E+01   8.670000E+01   8.865000E+00   3.800000E-01   5.450000E+01   2.020000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   3.505274E+02   4.084543E+01   9.350000E+01   9.319000E+00   3.400000E-01  -1.800000E+01   8.600000E+00   8.310901645965E-02           NULL           NULL           NULL           NULL
   3.521809E+02  -4.133348E+01   6.150000E+01   8.804000E+00   9.100000E-01   1.500000E+01   1.810000E+01   8.249395750455E-02           NULL           NULL           NULL           NULL
   3.533186E+02  -4.501596E+01   5.970000E+01   8.681000E+00   6.600000E-01   3.750000E+01   3.415400E+01   7.766342773729E-02           NULL           NULL           NULL           NULL
   3.536145E+02  -3.610108E+01   5.720000E+01   9.472000E+00   8.600000E-01   2.750000E+01   8.400000E+00   8.876719751105E-02           NULL           NULL           NULL           NULL
   3.544581E+02  -4.772778E+01   7.700000E+01   8.976000E+00   1.800000E-01  -5.350000E+01   3.490000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   3.549745E+02  -1.229301E+01   6.320000E+01   8.083000E+00   9.000000E-01   2.750000E+01   2.330000E+01   1.073442872024E-01           NULL           NULL           NULL           NULL
   3.559398E+02  -3.195677E+01   1.380000E+01   1.385900E+01   1.000000E+00   9.000000E+01   3.300000E+00   0.000000000000E+00           NULL           NULL           NULL           NULL
   3.594576E+02  -3.259103E+01   1.460000E+02   7.411000E+00   8.200000E-01   8.250000E+01   2.800000E+00   0.000000000000E+00           NULL           NULL           NULL           NULL
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   9.900000E-01   2.076000E+01   3.150000E+01   9.160000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   8.560000E+00  -2.779000E+01   1.920000E+01   9.080000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.521000E+01   4.768000E+01   3.690000E+01   9.870000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.716000E+01   1.640000E+00   2.530000E+01   1.227000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.054000E+01   9.400000E-01   2.990000E+01   1.083000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.731000E+01   2.069000E+01   3.630000E+01   1.141000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.776000E+01  -9.700000E+00   2.270000E+01   1.002000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.909000E+01  -9.070000E+00   2.010000E+01   1.053000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.992000E+01  -5.950000E+00   1.730000E+01   8.640000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   3.093000E+01   1.603000E+01   2.760000E+01   1.034000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   3.112000E+01  -6.170000E+00   1.680000E+01   1.242000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   3.647000E+01   1.849000E+01   2.030000E+01   9.960000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   3.771000E+01   3.713000E+01   1.030000E+01   9.710000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   3.808000E+01   3.550000E+01   1.010000E+01   1.103000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   3.989000E+01  -8.110000E+00   1.500000E+01   1.018000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   4.163000E+01  -2.400000E-01   3.490000E+01   9.900000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   4.587000E+01   4.639000E+01   3.370000E+01   8.440000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   4.600000E+01   4.339000E+01   3.790000E+01   1.007000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   4.741000E+01  -4.101000E+01   1.010000E+01   1.181000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   4.758000E+01  -2.239000E+01   1.540000E+01   1.074000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   4.751000E+01  -5.334000E+01   1.070000E+01   1.021000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   4.839000E+01  -2.573000E+01   1.990000E+01   9.820000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   4.844000E+01  -2.518000E+01   2.040000E+01   1.248000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   4.826000E+01  -5.736000E+01   1.230000E+01   1.063000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   4.921000E+01  -3.551000E+01   1.800000E+01   1.262000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   4.952000E+01  -2.761000E+01   1.570000E+01   1.041000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   4.963000E+01  -2.583000E+01   2.120000E+01   1.127000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   5.290000E+01  -5.191000E+01   1.160000E+01   9.640000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   5.433000E+01  -2.450000E+01   1.750000E+01   9.460000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   5.487000E+01  -3.133000E+01   1.180000E+01   9.330000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   5.657000E+01  -3.492000E+01   1.690000E+01   9.680000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   5.737000E+01  -2.698000E+01   1.780000E+01   1.145000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   6.440000E+01  -6.277000E+01   1.430000E+01   9.010000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   7.111000E+01   7.564000E+01   3.700000E+01   1.003000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   7.635000E+01  -1.188000E+01   2.870000E+01   9.180000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   7.880000E+01  -3.054000E+01   1.720000E+01   1.093000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   7.927000E+01  -6.496000E+01   1.540000E+01   1.072000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.001600E+02  -5.853000E+01   3.140000E+01   9.650000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.016200E+02   6.034000E+01   3.160000E+01   1.164000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.038700E+02   6.958000E+01   2.060000E+01   1.039000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.085600E+02   8.438000E+01   3.440000E+01   9.210000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.069800E+02   1.517000E+01   3.000000E+01   1.136000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.094000E+02   2.335000E+01   3.150000E+01   1.035000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.124900E+02   7.986000E+01   3.170000E+01   1.067000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.228700E+02   7.643000E+01   2.550000E+01   1.183000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.293200E+02   7.802000E+01   2.290000E+01   1.033000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.299000E+02   5.345000E+01   1.300000E+01   1.218000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.310300E+02   3.011000E+01   3.070000E+01   1.054000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.347300E+02   5.375000E+01   3.510000E+01   1.095000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.343700E+02  -6.906000E+01   1.710000E+01   1.077000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.373600E+02   3.309000E+01   2.960000E+01   1.045000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.395900E+02   7.375000E+01   3.480000E+01   1.052000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.477200E+02   2.854000E+01   2.450000E+01   1.192000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.488900E+02   7.221000E+01   1.950000E+01   1.100000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.532100E+02   1.266000E+01   4.020000E+01   1.151000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.562700E+02   5.814000E+01   3.360000E+01   1.147000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.580900E+02   5.607000E+01   1.790000E+01   1.205000E+01
