

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is operated by the Jet Propulsion Laboratory, California Institute of
Technology, under contract with the National Aeronautics and Space Administration.
This work was (partially) supported by the US National Virtual Observatory
development project, which is funded by the National Science Foundation
under cooperative agreement AST0122449 with The Johns Hopkins University.



queryDateTime:2015-08-18T09:58:42PDT



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA(deg)|DEC(deg)|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Distance (arcmin)|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
394|SMM J123555.1+620901|188.97972 |  62.15046 |G|562111| 1.875000 |    |24.3B|  0.000|31|0|37|1|4|0|1
395|GOODS J123606.85+621021.4|189.02854 |  62.17262 |G|751100| 2.505400 |    |25.3B|  0.000|42|2|45|1|4|0|0
396|NGC 4570:[CLW2011] 019|189.21590 |   7.26308 |*Cl||||22.8g|  0.000|1|0|3|0|0|0|0
397|NGC 4570:[CLW2011] 017|189.21938 |   7.25795 |*Cl||||21.9g|  0.000|1|0|3|0|0|0|0
398|NGC 4570:[CLW2011] 016|189.22110 |   7.25709 |*Cl||||22.7g|  0.000|1|0|3|0|0|0|0
399|GOODS J123658.91+621714.5|189.24579 |  62.28733 |G|938351| 3.130000 |    |23.5R|  0.000|9|0|25|0|3|0|1
400|GOODS J123717.41+621047.0|189.32246 |  62.17964 |G| 60504| 0.201820 |    |22.8R|  0.000|9|0|27|0|0|0|0
401|SDSS J123742.52+621811.6|189.42718 |  62.30341 |G|692212| 2.308970 |    |21.6g|  0.000|23|0|50|1|4|4|0
402|NGC 4621:[CLW2011] 027|190.49004 |  11.64448 |*Cl||||22.7g|  0.000|1|0|3|0|0|0|0
403|NGC 4621:[CLW2011] 036|190.49982 |  11.64596 |*Cl||||21.8g|  0.000|1|0|3|0|0|0|0
404|NGC 4649:[CLW2011] 023|190.88115 |  11.55066 |*Cl||||22.1g|  0.000|3|0|3|0|0|0|0
405|NGC 4649:[CLW2011] 129|190.90034 |  11.57096 |*Cl||||22.4g|  0.000|1|0|3|0|0|0|0
406|NGC 4649:[H2009] 181|190.90417 |  11.56136 |*Cl||||21.4V|  0.000|2|0|5|0|0|0|0
407|NGC 4649:[CLW2011] 143|190.90710 |  11.57218 |*Cl||||22.8g|  0.000|1|0|3|0|0|0|0
408|NGC 4649:[H2009] 268|190.92417 |  11.57639 |*Cl||||22.0V|  0.000|4|0|5|0|0|0|0
409|NGC 4649:[CLW2011] 164|190.94432 |  11.56685 |*Cl||||22.6g|  0.000|1|0|3|0|0|0|0
410|[DRL2007] 00338|193.22471 | -29.45275 |G|369105| 1.231200 |    |20.9K|  0.000|4|0|7|0|1|0|0
411|[DRL2007] 00339|193.23179 | -29.45269 |G|367965| 1.227400 |    |20.8K|  0.000|3|0|8|0|1|0|0
412|[DRL2007] 00330|193.24446 | -29.45289 |G|368655| 1.229700 |    |20.8K|  0.000|4|0|7|0|1|0|0
413|SDSS J130044.05+275950.9|195.18355 |  27.99748 |G||||20.7r|  0.000|5|0|24|1|0|4|0
414|[EFB2010] MIPS24 04952|203.35622 |  41.06765 |IrS||||     |  0.000|1|0|5|0|0|0|0
415|[EFB2010] MIPS24 09218|203.35930 |  40.92686 |IrS||||     |  0.000|1|0|5|0|0|0|0
416|[EFB2010] MIPS24 04404|203.38683 |  41.01894 |VisS||||21.9r|  0.000|1|0|8|0|0|0|0
417|[EFB2010] MIPS24 03362|203.41797 |  40.92950 |IrS||||     |  0.000|1|0|3|0|0|0|0
418|[EFB2010] MIPS24 03491|203.43108 |  40.94139 |IrS||||     |  0.000|1|0|3|0|0|0|0
419|SDSS J133348.24+410137.1|203.45103 |  41.02699 |G||||21.9g|  0.000|1|0|32|1|0|4|0
420|SDSS J133351.13+405656.7|203.46308 |  40.94910 |*||||24.1g|  0.000|1|0|20|1|0|4|0
421|[EFB2010] MIPS24 05889|203.46980 |  41.15648 |IrS||||     |  0.000|1|0|13|0|0|0|0
422|[EFB2010] MIPS24 05257|203.47952 |  41.09516 |IrS||||     |  0.000|1|0|9|0|0|0|0
423|[EFB2010] MIPS24 09530|203.49000 |  41.00958 |IrS||||     |  0.000|1|0|5|0|0|0|0
424|[EFB2010] MIPS24 04951|203.49025 |  41.06838 |IrS||||     |  0.000|1|0|11|0|0|0|0
425|[EFB2010] MIPS24 04657|203.50076 |  41.03934 |VisS||||22.6r|  0.000|1|0|14|0|0|0|0
426|[EFB2010] MIPS24 06038|203.51271 |  41.16942 |IrS||||     |  0.000|1|0|8|0|0|0|0
427|[EFB2010] MIPS24 05219|203.53377 |  41.09220 |VisS||||22.2r|  0.000|1|0|14|0|0|0|0
428|[EFB2010] MIPS24 07860|203.53461 |  41.13887 |IrS||||     |  0.000|1|0|3|0|0|0|0
429|[EFB2010] MIPS24 07797|203.54179 |  41.04207 |IrS||||     |  0.000|1|0|3|0|0|0|0
430|[EFB2010] MIPS24 05311|203.54755 |  41.09954 |IrS||||     |  0.000|1|0|6|0|0|0|0
431|[EFB2010] MIPS24 05647|203.55608 |  41.13158 |IrS||||     |  0.000|1|0|11|0|0|0|0
432|[EFB2010] MIPS24 05609|203.56001 |  41.12862 |IrS||||     |  0.000|1|0|5|0|0|0|0
433|SDSS J133414.79+405417.6|203.56163 |  40.90491 |G||||21.0g|  0.000|1|0|26|1|0|4|0
434|[EFB2010] MIPS24 09937|203.56280 |  41.11375 |IrS||||     |  0.000|1|0|12|0|0|0|0
435|MUNICS S7F5-0496|203.57533 |  16.87714 |G|395726| 1.320000 |PHOT|26.7V|  0.000|1|0|5|1|0|0|0
436|SDSS J133419.01+165439.3|203.57922 |  16.91093 |G|233838| 0.780000 |PHOT|23.6g|  0.000|1|0|11|2|0|4|0
437|[EFB2010] MIPS24 06027|203.58183 |  41.16907 |IrS||||     |  0.000|1|0|14|0|0|0|0
438|SDSS J133420.65+165320.2|203.58604 |  16.88897 |G|155892| 0.520000 |PHOT|22.9g|  0.000|1|0|21|2|0|4|0
439|[EFB2010] MIPS24 03971|203.58809 |  40.98237 |IrS||||     |  0.000|1|0|17|0|0|0|0
440|MUNICS S7F5-0588|203.58967 |  16.89267 |G|149896| 0.500000 |PHOT|22.6V|  0.000|1|0|6|1|0|0|4
441|[EFB2010] MIPS24 04867|203.59235 |  41.06207 |IrS||||     |  0.000|1|0|14|0|0|0|0
442|MUNICS S7F5-0822|203.59275 |  16.93233 |G|239834| 0.800000 |PHOT|24.5V|  0.000|1|0|6|1|0|0|0
443|[EFB2010] MIPS24 08962|203.59331 |  40.86176 |VisS||||28.6r|  0.000|1|0|9|0|0|0|0
444|[EFB2010] MIPS24 03783|203.59465 |  40.96782 |IrS||||     |  0.000|1|0|7|0|0|0|0
445|[EFB2010] MIPS24 03615|203.59857 |  40.95540 |IrS||||     |  0.000|1|0|14|0|0|0|0
446|SDSS J133423.87+410431.1|203.59950 |  41.07533 |*||||22.6g|  0.000|1|0|17|1|0|4|0
447|MUNICS S7F5-0251|203.59963 |  16.81939 |G|365747| 1.220000 |PHOT|26.2R|  0.000|1|0|4|1|0|0|0
448|SDSS J133425.72+405445.6|203.60717 |  40.91269 |G||||22.5g|  0.000|1|0|26|1|0|4|0
449|MUNICS S7F5-0763|203.60979 |  16.92147 |G|407718| 1.360000 |PHOT|25.2B|  0.000|1|0|5|1|0|0|0
450|[EFB2010] MIPS24 09259|203.61020 |  40.94129 |IrS||||     |  0.000|1|0|9|0|0|0|0
451|MUNICS S7F5-0747|203.61325 |  16.91931 |G|371743| 1.240000 |PHOT|24.5V|  0.000|1|0|5|1|0|0|0
452|SDSS J133427.54+404723.1|203.61475 |  40.78975 |G||||22.1g|  0.000|1|0|29|1|0|4|0
453|[EFB2010] MIPS24 04271|203.61646 |  41.00846 |IrS||||     |  0.000|1|0|9|0|0|0|0
454|[EFB2010] MIPS24 09442|203.61681 |  40.99191 |IrS||||     |  0.000|1|0|2|0|0|0|0
455|SDSS J133428.67+164932.5|203.61949 |  16.82572 |G|323776| 1.080000 |PHOT|23.3g|  0.000|1|0|21|2|0|4|0
456|[EFB2010] MIPS24 08803|203.61990 |  40.81650 |IrS||||     |  0.000|1|0|3|0|0|0|0
457|[EFB2010] MIPS24 05513|203.62210 |  41.11862 |IrS||||     |  0.000|1|0|11|0|0|0|0
458|[EFB2010] MIPS24 08797|203.62219 |  40.81581 |IrS||||     |  0.000|1|0|11|0|0|0|0
459|[EFB2010] MIPS24 09288|203.62360 |  40.95047 |IrS||||     |  0.000|1|0|14|0|0|0|0
460|[EFB2010] MIPS24 06036|203.62399 |  41.17010 |IrS||||     |  0.000|1|0|15|0|0|0|0
461|[EFB2010] MIPS24 05065|203.63223 |  41.07853 |IrS||||     |  0.000|1|0|8|0|0|0|0
462|SDSS J133432.49+164612.3|203.63538 |  16.77011 |G| 47967| 0.160000 |PHOT|23.4g|  0.000|1|0|21|2|0|4|0
463|MUNICS S7F5-0288|203.63979 |  16.82950 |G|371743| 1.240000 |PHOT|25.1B|  0.000|1|0|5|1|0|0|0
464|[EFB2010] MIPS24 09197|203.63980 |  40.92037 |IrS||||     |  0.000|1|0|8|0|0|0|0
465|[EFB2010] MIPS24 04643|203.64200 |  41.03874 |IrS||||     |  0.000|1|0|10|0|0|0|0
466|SDSS J133434.24+165608.6|203.64267 |  16.93574 |G| 59958| 0.200000 |PHOT|22.2g|  0.000|1|0|21|2|0|4|0
467|MUNICS S7F5-0337|203.64300 |  16.84106 |G|371743| 1.240000 |PHOT|25.7B|  0.000|1|0|5|1|0|0|0
468|MUNICS S7F5-0279|203.64442 |  16.82703 |G|155892| 0.520000 |PHOT|25.1V|  0.000|1|0|6|1|0|0|0
469|MUNICS S7F5-0294|203.64446 |  16.83131 |VisS|251826| 0.840000 |PHOT|23.7V|  0.000|1|0|6|1|0|0|0
470|SDSS J133434.70+164734.7|203.64462 |  16.79299 |VisS| 77946| 0.260000 |PHOT|21.9g|  0.000|1|0|21|2|0|4|0
471|MUNICS S7F5-0784|203.64804 |  16.92447 |G|173880| 0.580000 |PHOT|24.7V|  0.000|1|0|6|1|0|0|0
472|SDSS J133435.73+165333.1|203.64889 |  16.89255 |VisS|191867| 0.640000 |PHOT|24.4g|  0.000|1|0|21|2|0|3|0
473|MUNICS S7F5-0909|203.65158 |  16.94647 |G|149896| 0.500000 |PHOT|23.6V|  0.000|1|0|6|1|0|0|0
474|[EFB2010] MIPS24 09908|203.65230 |  41.10802 |IrS||||     |  0.000|1|0|10|0|0|0|0
475|[EFB2010] MIPS24 03830|203.65266 |  40.97165 |IrS||||     |  0.000|1|0|5|0|0|0|0
476|MUNICS S7F5-0423|203.65275 |  16.86500 |G|989315| 3.300000 |PHOT|23.3V|  0.000|1|0|6|1|0|0|0
477|MUNICS S7F5-0865|203.65537 |  16.93947 |VisS|179876| 0.600000 |PHOT|24.6V|  0.000|1|0|6|1|0|0|0
478|SDSS J133437.44+404917.7|203.65603 |  40.82159 |*|505150| 1.685000 |PHOT|20.6g|  0.000|3|0|23|1|1|4|1
479|[EFB2010] MIPS24 02712|203.65608 |  40.87248 |VisS||||22.5r|  0.000|1|0|14|0|0|0|0
480|[EFB2010] MIPS24 06175|203.65665 |  41.18480 |IrS||||     |  0.000|1|0|9|0|0|0|0
481|SDSS J133438.93+165415.5|203.66221 |  16.90432 |G|803444| 2.680000 |PHOT|22.4g|  0.000|1|0|21|2|0|4|0
482|MUNICS S7F5-0869|203.66592 |  16.93967 |G| 83942| 0.280000 |PHOT|23.9V|  0.000|1|0|6|1|0|0|0
483|[EFB2010] MIPS24 02315|203.66742 |  40.83854 |IrS||||     |  0.000|1|0|5|0|0|0|0
484|SDSS J133441.62+165359.4|203.67344 |  16.89985 |G|125913| 0.420000 |PHOT|24.0g|  0.000|1|0|21|2|0|4|0
485|[EFB2010] MIPS24 02889|203.67569 |  40.88741 |IrS||||     |  0.000|1|0|6|0|0|0|0
486|[EFB2010] MIPS24 10175|203.67860 |  41.18014 |IrS||||     |  0.000|1|0|5|0|0|0|0
487|SDSS J133443.82+165138.3|203.68262 |  16.86064 |G|143900| 0.480000 |PHOT|23.1g|  0.000|1|0|21|2|0|3|0
488|SDSS J133443.85+165241.0|203.68273 |  16.87806 |G|191867| 0.640000 |PHOT|22.6g|  0.000|1|0|21|2|0|4|0
489|[EFB2010] MIPS24 04161|203.68308 |  41.00005 |IrS||||     |  0.000|1|0|15|0|0|0|0
490|[EFB2010] MIPS24 03569|203.68509 |  40.95001 |VisS||||22.6r|  0.000|1|0|17|0|0|0|0
491|SDSS J133444.77+164745.4|203.68654 |  16.79596 |G|161888| 0.540000 |PHOT|22.5g|  0.000|1|0|21|2|0|4|0
492|[EFB2010] MIPS24 03547|203.68913 |  40.94739 |IrS||||     |  0.000|1|0|11|0|0|0|0
493|[EFB2010] MIPS24 06010|203.69220 |  41.16734 |IrS||||     |  0.000|1|0|8|0|0|0|0
494|[EFB2010] MIPS24 04822|203.69635 |  41.05750 |VisS||||23.4r|  0.000|1|0|11|0|0|0|0
495|SDSS J133447.73+165102.1|203.69890 |  16.85061 |G|149896| 0.500000 |PHOT|23.1g|  0.000|1|0|21|2|0|4|0
496|[EFB2010] MIPS24 02972|203.69905 |  40.89426 |IrS||||     |  0.000|1|0|7|0|0|0|0
497|SDSS J133447.80+410621.8|203.69920 |  41.10606 |G||||21.3g|  0.000|1|0|34|1|0|4|0
498|SDSS J133448.08+165130.1|203.70036 |  16.85838 |G|149896| 0.500000 |PHOT|23.6g|  0.000|1|0|21|2|0|4|0
499|[EFB2010] MIPS24 02126|203.70181 |  40.82093 |IrS||||     |  0.000|1|0|10|0|0|0|0
500|[EFB2010] MIPS24 08829|203.70261 |  40.82351 |IrS||||     |  0.000|1|0|6|0|0|0|0
501|[EFB2010] MIPS24 08699|203.70441 |  40.79491 |IrS||||     |  0.000|1|0|9|0|0|0|0
502|[EFB2010] MIPS24 05713|203.70976 |  41.13811 |VisS||||22.3r|  0.000|1|0|11|0|0|0|0
503|[EFB2010] MIPS24 04888|203.71022 |  41.06374 |IrS||||     |  0.000|1|0|11|0|0|0|1
504|MUNICS S7F5-0627|203.71192 |  16.89661 |G|275809| 0.920000 |PHOT|24.4V|  0.000|1|0|6|1|0|0|0
505|MUNICS S7F5-0854|203.71233 |  16.93567 |G|389730| 1.300000 |PHOT|22.8I|  0.000|1|0|3|1|0|0|0
506|[EFB2010] MIPS24 07875|203.71315 |  41.16827 |IrS||||     |  0.000|1|0|5|0|0|0|0
507|[EFB2010] MIPS24 08736|203.71570 |  40.80449 |IrS||||     |  0.000|1|0|5|0|0|0|0
508|[EFB2010] MIPS24 10225|203.71651 |  41.19697 |IrS||||     |  0.000|1|0|6|0|0|0|0
509|[EFB2010] MIPS24 05317|203.71846 |  41.10131 |IrS||||     |  0.000|1|0|6|0|0|0|0
510|[EFB2010] MIPS24 10088|203.72231 |  41.16865 |VisS||||19.9r|  0.000|1|0|14|0|0|0|0
511|MUNICS S7F5-0407|203.72862 |  16.85917 |G|239834| 0.800000 |PHOT|25.3B|  0.000|1|0|5|1|0|0|0
512|MUNICS S7F5-0499|203.72867 |  16.87583 |G|287801| 0.960000 |PHOT|23.7V|  0.000|1|0|6|1|0|0|0
513|SDSS J133454.94+164650.5|203.72895 |  16.78072 |G| 71950| 0.240000 |PHOT|22.7g|  0.000|1|0|21|2|0|4|0
514|MUNICS S7F5-0517|203.73046 |  16.87975 |G|575602| 1.920000 |PHOT|24.3R|  0.000|1|0|4|1|0|0|0
515|[EFB2010] MIPS24 04939|203.73329 |  41.06709 |IrS||||     |  0.000|1|0|11|0|0|0|0
516|MUNICS S7F5-0089|203.73567 |  16.77597 |G|191867| 0.640000 |PHOT|24.8V|  0.000|1|0|6|1|0|0|0
517|MUNICS S7F5-0289|203.74204 |  16.82800 |G|323776| 1.080000 |PHOT|26.2V|  0.000|1|0|6|1|0|0|0
518|[EFB2010] MIPS24 04110|203.74269 |  40.99514 |IrS||||     |  0.000|1|0|10|0|0|0|0
519|[EFB2010] MIPS24 04003|203.75035 |  40.98476 |IrS||||     |  0.000|1|0|15|0|0|0|0
520|MUNICS S7F5-0560|203.75233 |  16.88592 |G|281805| 0.940000 |PHOT|23.9V|  0.000|1|0|6|1|0|0|0
521|MUNICS S7F5-0431|203.75262 |  16.86475 |VisS|233838| 0.780000 |PHOT|26.1V|  0.000|1|0|6|1|0|0|0
522|[EFB2010] MIPS24 06380|203.75375 |  41.20729 |IrS||||     |  0.000|1|0|11|0|0|0|0
523|[EFB2010] MIPS24 02551|203.76134 |  40.86038 |VisS||||21.9r|  0.000|1|0|11|0|0|0|0
524|[EFB2010] MIPS24 02506|203.77330 |  40.85495 |IrS||||     |  0.000|1|0|12|0|0|0|0
525|[EFB2010] MIPS24 02919|203.79468 |  40.89012 |IrS||||     |  0.000|1|0|6|0|0|0|0
526|[EFB2010] MIPS24 02066|203.80095 |  40.81644 |IrS||||     |  0.000|1|0|5|0|0|0|0
527|[EFB2010] MIPS24 05823|203.80103 |  41.15057 |IrS||||     |  0.000|1|0|8|0|0|0|0
528|[EFB2010] MIPS24 04506|203.80696 |  41.02652 |IrS||||     |  0.000|1|0|5|0|0|0|0
529|[EFB2010] MIPS24 03439|203.80914 |  40.93890 |IrS||||     |  0.000|1|0|8|0|0|0|0
530|[EFB2010] MIPS24 03140|203.81398 |  40.90949 |IrS||||     |  0.000|1|0|4|0|0|0|0
531|SDSS J133516.27+405351.4|203.81782 |  40.89763 |*||||21.3g|  0.000|1|0|23|1|0|4|0
532|[EFB2010] MIPS24 05315|203.85318 |  41.10088 |IrS||||     |  0.000|1|0|7|0|0|0|0
533|[EFB2010] MIPS24 09764|203.85480 |  41.07309 |IrS||||     |  0.000|1|0|9|0|0|0|0
534|[EFB2010] MIPS24 06472|203.85487 |  41.21882 |IrS||||     |  0.000|1|0|17|0|0|0|0
535|[EFB2010] MIPS24 04409|203.86379 |  41.01976 |IrS||||     |  0.000|1|0|14|0|0|0|0
536|SDSS J133529.25+411234.5|203.87188 |  41.20959 |G||||22.5g|  0.000|1|0|21|1|0|4|0
537|[EFB2010] MIPS24 09496|203.87579 |  41.00180 |IrS||||     |  0.000|1|0|3|0|0|0|0
538|[EFB2010] MIPS24 06377|203.88754 |  41.20699 |IrS||||     |  0.000|1|0|8|0|0|0|0
539|[EFB2010] MIPS24 03600|203.90559 |  40.95234 |IrS||||     |  0.000|1|0|16|0|0|0|0
540|[EFB2010] MIPS24 06373|203.92067 |  41.20676 |IrS||||     |  0.000|1|0|11|0|0|0|0
541|[EFB2010] MIPS24 05921|203.92360 |  41.15819 |IrS||||     |  0.000|1|0|10|0|0|0|0
542|SDSS J133547.26+411359.8|203.94692 |  41.23328 |*||||22.9g|  0.000|1|0|13|1|0|4|0
543|[EFB2010] MIPS24 10809|203.95061 |  41.23523 |IrS||||     |  0.000|1|0|6|0|0|0|0
544|[EFB2010] MIPS24 04424|203.99206 |  41.02037 |VisS||||22.1r|  0.000|1|0|15|0|0|0|0
545|[EFB2010] MIPS24 05323|203.99948 |  41.10192 |IrS||||     |  0.000|1|0|10|0|0|0|0
546|[EFB2010] MIPS24 06372|204.00366 |  41.20597 |IrS||||     |  0.000|1|0|11|0|0|0|0
547|[EFB2010] MIPS24 03668|204.00430 |  40.95681 |IrS||||     |  0.000|1|0|5|0|0|0|0
548|[EFB2010] MIPS24 06470|204.01205 |  41.21896 |IrS||||     |  0.000|1|0|15|0|0|0|0
549|[EFB2010] MIPS24 04408|204.04803 |  41.01982 |VisS||||27.2r|  0.000|1|0|11|0|0|0|0
550|[EFB2010] MIPS24 06447|204.05295 |  41.21520 |IrS||||     |  0.000|1|0|11|0|0|0|0
551|[EFB2010] MIPS24 03908|204.05475 |  40.97744 |IrS||||     |  0.000|1|0|11|0|0|0|0
552|[EFB2010] MIPS24 09885|204.09821 |  41.10177 |VisS||||21.2r|  0.000|1|0|7|0|0|0|0
553|[EFB2010] MIPS24 10254|204.10339 |  41.20817 |IrS||||     |  0.000|1|0|8|0|0|0|0
554|[EFB2010] MIPS24 04761|204.11603 |  41.05007 |IrS||||     |  0.000|1|0|8|0|0|0|0
555|[EFB2010] MIPS24 04760|204.12396 |  41.04979 |IrS||||     |  0.000|1|0|6|0|0|0|0
556|[EFB2010] MIPS24 06718|204.12463 |  41.25000 |IrS||||     |  0.000|1|0|8|0|0|0|0
557|[EFB2010] MIPS24 03965|204.12968 |  40.98220 |IrS||||     |  0.000|1|0|10|0|0|0|0
558|[EFB2010] MIPS24 03869|204.15408 |  40.97418 |VisS||||21.7r|  0.000|1|0|6|0|0|0|0
559|[EFB2010] MIPS24 05970|204.15552 |  41.16340 |IrS||||     |  0.000|1|0|5|0|0|0|0
560|[EFB2010] MIPS24 06733|204.16031 |  41.25070 |IrS||||     |  0.000|1|0|8|0|0|0|0
561|[EFB2010] MIPS24 05684|204.16499 |  41.13550 |VisS||||21.3r|  0.000|1|0|8|0|0|0|0
562|[EFB2010] MIPS24 05523|204.16882 |  41.11943 |IrS||||     |  0.000|1|0|8|0|0|0|0
563|[EFB2010] MIPS24 09853|204.17059 |  41.09166 |IrS||||     |  0.000|1|0|8|0|0|0|0
564|[EFB2010] MIPS24 04061|204.17856 |  40.99064 |IrS||||     |  0.000|1|0|12|0|0|0|0
565|[EFB2010] MIPS24 05971|204.20410 |  41.16399 |IrS||||     |  0.000|1|0|7|0|0|0|0
566|[EFB2010] MIPS24 06171|204.20972 |  41.18369 |VisS||||23.2r|  0.000|1|0|7|0|0|0|0
567|[EFB2010] MIPS24 07894|204.21732 |  41.21605 |VisS||||22.9r|  0.000|1|0|8|0|0|0|0
568|[EFB2010] MIPS24 09423|204.22000 |  40.98741 |IrS||||     |  0.000|1|0|5|0|0|0|0
569|[EFB2010] MIPS24 10815|204.22749 |  41.23058 |VisS||||22.6r|  0.000|1|0|8|0|0|0|0
570|[EFB2010] MIPS24 05549|204.23612 |  41.12170 |VisS||||24.2r|  0.000|1|0|10|0|0|0|0
571|SDSS J133657.71+411226.8|204.24048 |  41.20746 |*|625067| 2.085000 |PHOT|21.1g|  0.000|2|0|16|1|1|4|0
572|[EFB2010] MIPS24 03987|204.24139 |  40.98282 |IrS||||     |  0.000|1|0|9|0|0|0|0
573|[EFB2010] MIPS24 09632|204.24800 |  41.03665 |IrS||||     |  0.000|1|0|2|0|0|0|0
574|[EFB2010] MIPS24 04830|204.24854 |  41.05731 |IrS||||     |  0.000|1|0|6|0|0|0|0
575|[EFB2010] MIPS24 04744|204.26424 |  41.04727 |IrS||||     |  0.000|1|0|9|0|0|0|0
576|[EFB2010] MIPS24 10026|204.27350 |  41.13710 |IrS||||     |  0.000|1|0|3|0|0|0|0
577|[EFB2010] MIPS24 09769|204.28110 |  41.07353 |IrS||||     |  0.000|1|0|9|0|0|0|0
578|SDSS J133707.67+410724.3|204.28196 |  41.12344 |G||||22.7g|  0.000|1|0|21|1|0|4|0
579|[EFB2010] MIPS24 10403|204.28450 |  41.25144 |IrS||||     |  0.000|1|0|3|0|0|0|0
580|SDSS J133711.86+410250.5|204.29943 |  41.04738 |G||||21.1g|  0.000|1|0|24|1|0|4|0
581|[EFB2010] MIPS24 10857|204.30400 |  41.18428 |IrS||||     |  0.000|1|0|2|0|0|0|0
582|[EFB2010] MIPS24 05571|204.33640 |  41.12298 |IrS||||     |  0.000|1|0|9|0|0|0|0
583|[EFB2010] MIPS24 04953|204.36479 |  41.06754 |IrS||||     |  0.000|1|0|6|0|0|0|0
584|NVSS J134143-370612|205.43204 | -37.10350 |IrS||||19.0K|  0.000|3|0|10|0|0|0|0
585|CXOU J134849.0+263716|207.20625 |  26.61972 |G|596587| 1.990000 |PHOT|22.4J|  0.000|3|0|4|0|0|0|0
586|DEEP2 12008723|214.17676 |  52.48969 |G|491660| 1.640000 |PHOT|24.2R|  0.000|4|0|1|0|1|0|0
587|DEEP2 12008209|214.37450 |  52.47267 |G|368745| 1.230000 |PHOT|24.2R|  0.000|8|1|5|0|1|0|0
588|DEEP2 12011991|214.44121 |  52.56448 |G|470674| 1.570000 |PHOT|24.5R|  0.000|4|0|1|0|1|0|0
589|DEEP2 12016191|214.51314 |  52.57396 |G|521639| 1.740000 |PHOT|24.8R|  0.000|5|0|1|0|1|0|0
590|CUDSS 14.09|214.53783 |  52.46780 |G|812438| 2.710000 |    |25.8B|  0.000|23|4|27|0|0|0|0
591|DEEP2 12011549|214.54692 |  52.52797 |G|449689| 1.500000 |PHOT|24.5R|  0.000|4|0|1|0|1|0|0
592|DEEP2 12020087|214.59279 |  52.62745 |G|434699| 1.450000 |PHOT|25.0R|  0.000|4|0|1|0|1|0|0
593|DEEP2 12024770|214.60002 |  52.73784 |G|467676| 1.560000 |PHOT|24.3R|  0.000|4|0|1|0|1|0|0
594|DEEP2 12015370|214.62280 |  52.60833 |G|494658| 1.650000 |PHOT|24.2R|  0.000|6|0|10|0|2|0|0
595|DEEP2 12028175|214.73212 |  52.75191 |G|422707| 1.410000 |PHOT|25.2R|  0.000|5|0|1|0|1|0|0
596|DEEP2 13012021|214.74080 |  52.83465 |G|407718| 1.360000 |PHOT|25.2R|  0.000|4|0|1|0|1|0|1
597|DEEP2 12101107|214.79244 |  52.77282 |G|413714| 1.380000 |PHOT|24.2R|  0.000|4|0|1|0|1|0|0
598|DEEP2 13027437|214.88248 |  52.97115 |G|320778| 1.070000 |PHOT|24.5R|  0.000|4|0|1|0|1|0|0
599|DEEP2 13010958|214.92761 |  52.84798 |G|500653| 1.670000 |PHOT|24.1R|  0.000|3|0|1|0|1|0|0
600|DEEP2 13026509|214.94746 |  52.98415 |G|440695| 1.470000 |PHOT|25.1R|  0.000|3|0|1|0|1|0|0
601|DEEP2 13026500|214.96460 |  52.99695 |G|386732| 1.290000 |PHOT|24.6R|  0.000|6|0|5|0|1|0|0
602|DEEP2 13010255|214.96710 |  52.85434 |G|399384| 1.332200 |    |23.5R|  0.000|7|0|1|0|3|0|0
603|SDSS J141952.79+530204.1|214.96996 |  53.03451 |G|568844| 1.897460 |    |21.2g|  0.000|10|0|10|1|3|4|0
604|DEEP2 13034820|214.98251 |  53.05647 |G|341763| 1.140000 |PHOT|24.9R|  0.000|3|0|1|0|1|0|0
605|DEEP2 13101015|215.00317 |  53.02810 |G|512645| 1.710000 |PHOT|24.9R|  0.000|5|0|5|0|1|0|0
606|DEEP2 13035134|215.00868 |  53.01088 |G|404720| 1.350000 |    |23.9R|  0.000|7|0|1|0|2|0|0
607|DEEP2 13018703|215.02902 |  52.89550 |G|359751| 1.200000 |PHOT|24.2R|  0.000|6|0|5|0|1|0|0
608|DEEP2 13034608|215.05048 |  53.03788 |G|326774| 1.090000 |PHOT|24.8R|  0.000|3|0|1|0|1|0|0
609|DEEP2 13100480|215.10738 |  52.91020 |G|482666| 1.610000 |PHOT|25.1R|  0.000|3|0|1|0|1|0|0
610|DEEP2 13042940|215.10834 |  53.09131 |G|377739| 1.260000 |    |23.7R|  0.000|6|0|1|0|1|0|0
611|DEEP2 13033440|215.13678 |  53.01722 |G|378338| 1.262000 |    |24.7R|  0.000|8|0|2|0|1|0|0
612|DEEP2 13041974|215.16036 |  53.06538 |G|479668| 1.600000 |PHOT|25.2R|  0.000|3|0|1|0|1|0|0
613|DEEP2 13050119|215.21497 |  53.15482 |G|470674| 1.570000 |PHOT|25.3R|  0.000|6|0|10|0|1|0|0
614|DEEP2 13024629|215.23523 |  53.00251 |G|335768| 1.120000 |PHOT|24.2R|  0.000|3|0|1|0|1|0|0
615|DEEP2 13058049|215.29291 |  53.21450 |G|311784| 1.040000 |PHOT|23.7R|  0.000|3|0|1|0|1|0|0
